"salary"	"exprior"	"yearsbg"	"yearsrank"	"market"	"termdeg"	"admin"	"yearsdg"	"rank"	"male"
"69"	52034	0	24	15	0.850000023841858	1	0	22	"Associate"	"Men"
"70"	36515	2	7	1	0.810000002384186	1	0	9	"Associate"	"Women"
"71"	56687	0	21	10	0.850000023841858	1	0	20	"Full"	"Men"
"72"	34000	1	9	3	0.779999971389771	1	0	10	"Associate"	"Men"
"73"	33680	0	2	1	0.850000023841858	1	0	1	"Assistant"	"Men"
"74"	35257	3	4	4	0.850000023841858	1	0	7	"Assistant"	"Men"
"75"	50729	0	20	7	0.850000023841858	1	0	19	"Full"	"Women"
"76"	40957	0	14	13	0.920000016689301	1	0	13	"Assistant"	"Men"
"77"	61218	0	27	18	1.01999998092651	1	0	27	"Full"	"Men"
"78"	70101.78125	0	23	16	0.889999985694885	1	0	22	"Full"	"Men"
"79"	44463	5	6	3	1	1	0	11	"Associate"	"Men"
"80"	30000	0	0	0	0.810000002384186	1	0	0	"Assistant"	"Women"
"81"	36308	0	1	0	0.870000004768372	1	0	1	"Assistant"	"Women"
"82"	62276	6	23	11	0.769999980926514	1	0	29	"Full"	"Men"
"83"	56055	0	18	6	0.930000007152557	1	0	18	"Full"	"Men"
"84"	34468	0	3	3	0.850000023841858	1	0	3	"Assistant"	"Men"
"85"	48473	0	19	15	0.839999973773956	1	0	19	"Associate"	"Men"
"86"	40512	4	1	1	1	1	0	5	"Assistant"	"Men"
"87"	49252	0	22	17	0.889999985694885	1	0	22	"Associate"	"Men"
"88"	40066	0	4	4	0.879999995231628	1	0	4	"Assistant"	"Men"
"89"	60892	12	14	11	0.949999988079071	1	0	26	"Full"	"Men"
"90"	51126	0	27	0	0.910000026226044	1	0	25	"Full"	"Men"
"91"	40512	0	3	3	1.03999996185303	1	0	3	"Assistant"	"Men"
"92"	53010	2	16	8	0.850000023841858	1	0	18	"Full"	"Men"
"93"	51943	19	0	0	0.870000004768372	1	1	19	"Full"	"Men"
"94"	41045	21	5	5	0.920000016689301	1	0	26	"Associate"	"Men"
"95"	61453	0	15	0	1.21000003814697	1	0	15	"Associate"	"Men"
"96"	67339	0	28	15	1.13999998569489	1	0	24	"Full"	"Men"
"97"	56000	1	0	0	1.19000005722046	1	0	1	"Assistant"	"Men"
"98"	44813	0	8	2	1	1	0	8	"Associate"	"Men"
"99"	55923	0	26	9	0.779999971389771	1	0	26	"Full"	"Men"
"100"	29500	6	0	0	0.790000021457672	1	0	6	"Assistant"	"Men"
"101"	34731	0	2	2	0.910000026226044	1	0	2	"Assistant"	"Men"
"102"	33680	0	1	1	0.879999995231628	1	0	1	"Assistant"	"Women"
"103"	63357	3	26	17	0.920000016689301	1	0	29	"Full"	"Men"
"104"	62173	1	24	4	1.12999999523163	1	0	25	"Full"	"Men"
"105"	45032	0	13	0	0.850000023841858	1	0	13	"Full"	"Men"
"106"	39771.16015625	0	11	5	0.810000002384186	1	0	9	"Associate"	"Men"
"107"	53003	5	29	24	0.769999980926514	0	0	34	"Associate"	"Men"
"108"	35317	0	7	7	0.860000014305115	1	0	6	"Assistant"	"Men"
"109"	33154	2	2	2	0.790000021457672	1	0	4	"Assistant"	"Men"
"110"	45831	0	20	7	0.790000021457672	1	0	13	"Associate"	"Men"
"111"	58949	0	12	6	1.23000001907349	1	0	10	"Associate"	"Men"
"112"	55039	0	25	9	0.850000023841858	1	0	22	"Full"	"Men"
"113"	34206	1	4	4	0.879999995231628	1	0	5	"Assistant"	"Women"
"114"	48531	0	13	0	0.810000002384186	1	0	13	"Full"	"Women"
"115"	61988	0	11	3	1.21000003814697	1	0	11	"Associate"	"Men"
"116"	54686	0	28	7	0.910000026226044	1	0	23	"Full"	"Men"
"117"	64918	0	27	16	0.910000026226044	1	0	27	"Full"	"Men"
"118"	37615	4	7	7	0.920000016689301	1	0	11	"Assistant"	"Women"
"119"	57779	0	13	7	1.19000005722046	1	0	11	"Associate"	"Men"
"120"	29000	6	0	0	0.779999971389771	0	0	6	"Assistant"	"Men"
"121"	39924	6	5	2	0.930000007152557	1	0	11	"Associate"	"Men"
"122"	37500	0	7	1	0.730000019073486	1	0	5	"Associate"	"Men"
"123"	51954	0	27	18	0.740000009536743	1	0	27	"Full"	"Men"
"124"	36833	2	3	3	0.920000016689301	1	0	5	"Assistant"	"Men"
"125"	44225	13	8	8	1.04999995231628	1	0	21	"Assistant"	"Men"
"126"	41037	2	1	1	1.12999999523163	1	0	3	"Assistant"	"Men"
"127"	37733	0	8	0	0.920000016689301	1	0	8	"Associate"	"Women"
"128"	74246	0	28	21	0.990000009536743	1	0	28	"Full"	"Men"
"129"	63500	10	0	0	1.24000000953674	1	0	10	"Associate"	"Women"
"130"	58000	1	0	0	1.24000000953674	1	0	1	"Assistant"	"Men"
"131"	48921	8	2	2	0.990000009536743	1	0	10	"Associate"	"Men"
"132"	43641	0	8	3	0.990000009536743	1	0	8	"Associate"	"Men"
"133"	62091	0	23	14	1.12999999523163	1	0	23	"Full"	"Men"
"134"	66166	4	13	3	1.21000003814697	1	0	17	"Full"	"Men"
"135"	55121	2	1	1	1.17999994754791	1	0	3	"Assistant"	"Men"
"136"	35980	2	4	4	0.990000009536743	1	0	6	"Assistant"	"Men"
"137"	44190	19	4	4	0.779999971389771	1	0	23	"Associate"	"Men"
"138"	61008	0	2	2	1.33000004291534	1	0	1	"Assistant"	"Men"
"139"	48099	1	21	15	0.850000023841858	1	0	22	"Associate"	"Men"
"140"	70546	0	14	8	1.24000000953674	1	0	11	"Associate"	"Men"
"141"	48941	0	12	0	0.850000023841858	1	0	12	"Full"	"Men"
"142"	34206	1	5	5	0.939999997615814	1	0	6	"Assistant"	"Women"
"143"	38810.01171875	0	10	5	0.730000019073486	1	0	8	"Associate"	"Men"
"144"	38600	1	3	1	0.930000007152557	1	0	4	"Assistant"	"Men"
"145"	41106	8	9	9	0.850000023841858	1	0	17	"Associate"	"Men"
"146"	54177	0	20	5	0.819999992847443	1	0	18	"Associate"	"Men"
"147"	46416	1	15	15	0.860000014305115	1	0	16	"Assistant"	"Women"
"148"	59000	0	0	0	1.24000000953674	1	0	0	"Assistant"	"Women"
"149"	34157	0	5	5	1	1	0	5	"Assistant"	"Men"
"150"	49667	0	12	4	0.879999995231628	1	0	11	"Associate"	"Men"
"151"	34206	2	4	4	0.930000007152557	1	0	6	"Assistant"	"Women"
"152"	37410	0	4	3	0.879999995231628	1	0	3	"Assistant"	"Men"
"153"	56436	4	16	5	0.939999997615814	1	0	20	"Full"	"Men"
"154"	46551	1	17	12	0.939999997615814	1	0	18	"Associate"	"Men"
"155"	45229	0	27	0	0.910000026226044	1	0	26	"Full"	"Men"
"156"	35682	4	7	1	0.800000011920929	1	0	11	"Associate"	"Men"
"157"	38265	2	4	1	0.829999983310699	1	0	6	"Associate"	"Men"
"158"	36583	0	4	4	0.810000002384186	1	0	4	"Assistant"	"Women"
"159"	80760	13	7	7	0.920000016689301	1	0	20	"Full"	"Men"
"160"	60725.8671875	2	11	2	1	1	0	13	"Associate"	"Men"
"161"	48000	3	0	0	1.13999998569489	1	0	3	"Assistant"	"Men"
"162"	54222	4	20	5	1.12999999523163	1	0	24	"Full"	"Men"
"163"	62164.7265625	21	3	3	0.850000023841858	1	1	24	"Full"	"Men"
"164"	38000	4	0	0	0.910000026226044	1	0	4	"Assistant"	"Men"
"165"	50683	0	17	11	0.879999995231628	1	0	17	"Associate"	"Women"
"166"	58875.55078125	20	4	4	0.850000023841858	1	1	24	"Full"	"Men"
"167"	63231	0	29	15	1.22000002861023	1	0	22	"Full"	"Men"
"168"	64161	20	2	2	0.860000014305115	1	0	22	"Full"	"Men"
"169"	46573.6484375	0	16	3	0.910000026226044	1	0	15	"Full"	"Men"
"170"	60402	6	19	7	0.860000014305115	1	0	25	"Full"	"Women"
"171"	58530	0	19	9	0.930000007152557	1	0	19	"Full"	"Women"
"172"	64109	0	41	28	0.910000026226044	1	0	37	"Full"	"Men"
"173"	45838	0	15	10	0.899999976158142	1	0	15	"Associate"	"Women"
"174"	64854.3125	0	22	12	1	1	0	22	"Full"	"Men"
"175"	39574	1	15	9	0.800000011920929	1	0	16	"Associate"	"Women"
"176"	42088	6	1	1	0.819999992847443	1	0	7	"Associate"	"Men"
"177"	43277	2	13	9	0.889999985694885	1	0	15	"Associate"	"Men"
"178"	37363	2	4	4	0.930000007152557	1	0	6	"Assistant"	"Men"
"179"	48378	3	6	0	0.910000026226044	1	0	9	"Associate"	"Men"
"180"	60653.0625	8	14	12	0.850000023841858	1	0	22	"Full"	"Men"
"181"	46843	0	23	13	0.810000002384186	1	0	23	"Associate"	"Women"
"182"	56884	1	23	14	0.810000002384186	1	0	24	"Full"	"Men"
"183"	82508	0	32	23	0.930000007152557	1	0	31	"Full"	"Men"
"184"	34206	1	2	2	0.730000019073486	1	0	3	"Assistant"	"Women"
"185"	49923	0	15	2	1.14999997615814	1	0	15	"Full"	"Men"
"186"	56933	7	14	11	0.879999995231628	1	0	21	"Full"	"Men"
"187"	31577	0	3	2	0.860000014305115	1	0	3	"Assistant"	"Women"
"188"	78660	8	17	15	1.03999996185303	1	0	25	"Full"	"Men"
"189"	69374	0	26	15	1.13999998569489	1	0	23	"Full"	"Men"
"190"	91405	0	23	14	1.17999994754791	1	0	23	"Full"	"Men"
"191"	46292	1	2	2	1.13999998569489	1	0	3	"Assistant"	"Men"
"192"	54000	3	13	6	0.870000004768372	1	0	16	"Full"	"Men"
"193"	36000	0	11	5	0.740000009536743	1	0	11	"Associate"	"Men"
"194"	44678	0	8	3	0.829999983310699	1	0	8	"Associate"	"Men"
"195"	57573	0	23	10	1	1	0	23	"Full"	"Men"
"196"	36308	0	2	1	0.850000023841858	1	0	1	"Assistant"	"Men"
"197"	48765	10	11	4	0.939999997615814	1	0	21	"Full"	"Women"
"198"	65533	0	24	1	1.03999996185303	1	0	24	"Full"	"Men"
"199"	82878	0	29	21	0.910000026226044	1	1	28	"Full"	"Men"
"200"	46520	0	15	8	0.949999988079071	1	0	15	"Associate"	"Men"
"201"	65836.7265625	0	25	14	0.769999980926514	1	0	25	"Full"	"Men"
"202"	62211	0	21	11	1.13999998569489	1	0	21	"Full"	"Men"
"203"	56433	0	24	12	0.990000009536743	1	0	23	"Full"	"Men"
"204"	39986	1	3	3	0.959999978542328	1	0	4	"Assistant"	"Men"
"205"	90082	10	22	22	1	1	0	32	"Full"	"Men"
"206"	42388	6	11	8	0.810000002384186	1	0	17	"Associate"	"Men"
"207"	44454	5	16	10	1.01999998092651	1	0	21	"Associate"	"Men"
"208"	34914	1	7	0	0.860000014305115	1	0	8	"Associate"	"Men"
"209"	37905.30078125	0	10	5	0.779999971389771	1	0	4	"Associate"	"Men"
"210"	44539	0	15	8	0.769999980926514	1	0	15	"Associate"	"Men"
"211"	66570	0	20	9	0.759999990463257	1	0	19	"Full"	"Men"
"212"	47148	3	19	7	0.740000009536743	1	0	22	"Full"	"Men"
"213"	49826	5	12	9	0.930000007152557	1	0	17	"Associate"	"Men"
"214"	63997	0	28	15	0.790000021457672	1	0	28	"Full"	"Men"
"215"	34731	6	3	3	0.850000023841858	1	0	9	"Assistant"	"Men"
"216"	44410.85546875	7	12	10	0.720000028610229	1	0	19	"Associate"	"Women"
"217"	47820	0	18	10	0.879999995231628	1	0	14	"Associate"	"Men"
"218"	53543	9	4	4	1.16999995708466	1	0	13	"Associate"	"Men"
"219"	61008	0	2	2	1.33000004291534	1	0	2	"Assistant"	"Men"
"220"	41073	0	11	0	0.800000011920929	1	0	11	"Full"	"Men"
"221"	56000	1	0	0	1.19000005722046	1	0	1	"Assistant"	"Women"
"222"	69709	3	28	21	1	1	0	31	"Full"	"Men"
"223"	41121	0	9	5	0.730000019073486	1	0	9	"Associate"	"Men"
"224"	74265.3984375	22	2	2	1.13999998569489	1	1	24	"Full"	"Men"
"225"	55549.5625	0	23	2	0.910000026226044	1	0	21	"Full"	"Men"
"226"	65852	0	26	18	0.990000009536743	1	0	25	"Full"	"Men"
"227"	34731	0	2	1	0.949999988079071	1	0	1	"Assistant"	"Women"
"228"	63144	14	27	20	0.730000019073486	1	0	41	"Full"	"Men"
"229"	69827.75	0	30	21	0.790000021457672	1	0	30	"Full"	"Men"
"230"	52446	5	14	6	0.810000002384186	1	0	19	"Full"	"Women"
"231"	54238	0	15	4	1.13999998569489	1	0	15	"Full"	"Men"
"232"	44045	10	6	6	1	1	0	16	"Associate"	"Women"
"233"	47396	5	11	7	0.860000014305115	1	0	16	"Associate"	"Women"
"234"	36487	1	5	1	0.819999992847443	1	0	6	"Associate"	"Women"
"235"	71573	8	22	20	0.920000016689301	1	0	30	"Full"	"Men"
"236"	68651	0	23	12	0.910000026226044	1	0	23	"Full"	"Men"
"237"	59110	0	4	4	1.33000004291534	1	0	4	"Assistant"	"Men"
"238"	53274	0	22	10	0.850000023841858	1	0	22	"Full"	"Men"
"239"	39156	0	8	2	0.879999995231628	1	0	8	"Associate"	"Men"
"240"	39024	2	7	0	0.990000009536743	1	0	9	"Associate"	"Men"
"241"	44413	3	21	13	0.910000026226044	1	0	24	"Associate"	"Men"
"242"	39000	4	0	0	1.22000002861023	1	0	4	"Assistant"	"Men"
"243"	60153	3	15	13	1.24000000953674	1	0	18	"Assistant"	"Men"
"244"	33680	0	3	3	0.920000016689301	1	0	3	"Assistant"	"Women"
"245"	42614	0	2	2	0.879999995231628	1	0	2	"Assistant"	"Men"
"246"	61210	0	24	16	1.16999995708466	1	0	23	"Full"	"Men"
"247"	49499	2	10	4	1.01999998092651	1	0	12	"Associate"	"Women"
"248"	47573	0	15	11	0.870000004768372	1	0	15	"Associate"	"Men"
"249"	58118	0	5	5	1.33000004291534	1	0	5	"Assistant"	"Men"
"250"	41425	5	6	3	0.910000026226044	1	0	11	"Associate"	"Men"
"251"	39611	6	6	0	0.810000002384186	1	0	12	"Associate"	"Women"
"252"	41915	0	10	4	0.819999992847443	1	0	8	"Associate"	"Women"
"253"	72533	15	21	21	1.03999996185303	1	0	36	"Full"	"Men"
"254"	40615	4	6	2	1.07000005245209	1	0	10	"Associate"	"Men"
"255"	32000	1	5	5	0.740000009536743	1	0	6	"Assistant"	"Men"
"256"	69654.3359375	0	17	12	1.21000003814697	1	0	17	"Associate"	"Women"
"257"	71142	1	20	16	1.21000003814697	1	0	21	"Associate"	"Men"
"258"	41015	0	10	10	0.790000021457672	1	0	10	"Assistant"	"Women"
"259"	76098	0	18	10	1.24000000953674	1	0	17	"Full"	"Men"
"260"	48543	0	25	17	0.790000021457672	1	0	23	"Associate"	"Men"
"261"	40636	0	12	11	0.879999995231628	1	0	11	"Assistant"	"Women"
"262"	41639	1	6	0	1.0900000333786	1	0	7	"Associate"	"Men"
"263"	34731	1	1	1	0.850000023841858	1	0	2	"Assistant"	"Men"
"264"	56182	0	7	1	1.21000003814697	1	0	6	"Associate"	"Women"
"265"	71118	2	28	21	0.920000016689301	1	0	30	"Full"	"Men"
"266"	45906	6	17	11	0.920000016689301	1	0	23	"Associate"	"Women"
"267"	50280	0	22	15	0.850000023841858	1	0	21	"Associate"	"Women"
"268"	52071	0	24	14	0.850000023841858	1	0	24	"Associate"	"Men"
"269"	48666	0	22	1	0.779999971389771	1	0	15	"Full"	"Women"
"270"	73620	15	3	3	0.920000016689301	1	0	18	"Full"	"Men"
"271"	65432	0	23	12	0.990000009536743	1	0	23	"Full"	"Men"
"272"	52464	0	17	9	1.29999995231628	1	0	17	"Associate"	"Men"
"273"	35206	0	3	2	0.850000023841858	1	0	3	"Assistant"	"Men"
"274"	61439	0	7	2	1.16999995708466	1	0	6	"Associate"	"Men"
"275"	60190	11	5	5	0.959999978542328	1	1	16	"Full"	"Men"
"276"	66334	0	35	23	0.779999971389771	1	0	30	"Full"	"Men"
"277"	59403.16015625	22	2	2	1.21000003814697	1	0	24	"Full"	"Men"
"278"	72152	0	33	22	1	1	0	33	"Full"	"Men"
"279"	34997	0	18	12	0.800000011920929	1	0	17	"Associate"	"Women"
"280"	38572	0	12	9	0.800000011920929	1	0	12	"Associate"	"Women"
"281"	62899	9	9	9	1.21000003814697	1	0	18	"Associate"	"Men"
"282"	55826	4	24	12	0.779999971389771	1	0	28	"Full"	"Men"
"283"	56542	8	20	10	0.779999971389771	1	0	28	"Full"	"Women"
"284"	70514	0	25	17	0.889999985694885	1	1	25	"Full"	"Men"
"285"	52090	0	30	24	1.10000002384186	1	0	28	"Associate"	"Men"
"286"	32000	3	0	0	0.910000026226044	1	0	3	"Assistant"	"Men"
"287"	64046	0	25	13	0.779999971389771	1	0	22	"Full"	"Men"
"288"	62801	0	28	15	0.769999980926514	1	0	28	"Full"	"Men"
"289"	30000	22	1	0	0.790000021457672	1	0	23	"Assistant"	"Men"
"290"	68133	4	23	17	0.930000007152557	1	0	27	"Full"	"Men"
"291"	65212	23	3	3	1	1	0	26	"Full"	"Men"
"292"	68140	13	22	22	0.850000023841858	0	0	35	"Full"	"Men"
"293"	33010	3	8	8	0.790000021457672	1	0	11	"Assistant"	"Women"
"294"	58134	0	26	16	0.850000023841858	1	0	26	"Full"	"Men"
"295"	68444.515625	7	10	4	1.19000005722046	1	0	17	"Full"	"Men"
"296"	40945	0	11	5	0.949999988079071	1	0	10	"Associate"	"Men"
"297"	43921	0	17	11	0.850000023841858	1	0	17	"Associate"	"Women"
"298"	51565	0	20	4	0.930000007152557	1	0	18	"Full"	"Men"
"299"	42563	0	9	3	0.839999973773956	1	0	9	"Associate"	"Men"
"300"	56574	0	26	1	1	1	0	24	"Full"	"Men"
"301"	55210	1	5	5	1.23000001907349	1	0	6	"Assistant"	"Women"
"302"	58982	1	20	5	1.10000002384186	1	0	21	"Full"	"Men"
"303"	45837	4	18	3	0.850000023841858	1	0	22	"Full"	"Men"
"304"	48456	1	24	16	0.850000023841858	1	0	25	"Associate"	"Men"
"305"	35257	4	3	3	0.910000026226044	1	0	7	"Assistant"	"Women"
"306"	44204	9	6	6	1.0900000333786	1	0	15	"Assistant"	"Men"
"307"	73349	1	22	18	1.21000003814697	1	0	23	"Associate"	"Men"
"308"	37000	3	0	0	0.990000009536743	1	0	3	"Assistant"	"Men"
"309"	49768	0	26	7	0.899999976158142	1	0	22	"Full"	"Men"
"310"	43500	6	0	0	1.21000003814697	0	0	6	"Assistant"	"Women"
"311"	58149	3	18	10	0.819999992847443	1	0	21	"Associate"	"Men"
"312"	30001	4	3	3	0.769999980926514	1	0	7	"Assistant"	"Men"
"313"	50838	10	6	6	0.920000016689301	1	0	16	"Associate"	"Men"
"314"	47821	1	15	3	0.959999978542328	1	0	16	"Associate"	"Women"
"315"	41682	1	7	1	0.920000016689301	1	0	8	"Associate"	"Men"
"316"	42603	1	9	2	1.01999998092651	1	0	10	"Associate"	"Women"
"317"	37037	0	13	4	0.910000026226044	1	0	12	"Associate"	"Women"
"318"	38935	6	2	2	0.769999980926514	1	0	8	"Assistant"	"Men"
"319"	41037	5	2	1	1.30999994277954	1	0	7	"Assistant"	"Men"
"320"	34000	0	3	3	0.730000019073486	1	0	2	"Assistant"	"Men"
"321"	55158	1	8	3	1.21000003814697	1	0	9	"Associate"	"Men"
"322"	51698	8	23	1	0.790000021457672	1	0	31	"Full"	"Men"
"323"	46601	0	21	2	0.990000009536743	1	0	18	"Full"	"Men"
"324"	52627	0	20	10	0.829999983310699	1	0	19	"Full"	"Men"
"325"	54850	0	24	9	0.930000007152557	1	0	23	"Full"	"Men"
"326"	31000	0	3	2	0.790000021457672	1	0	2	"Assistant"	"Women"
"327"	83192.234375	11	19	19	0.920000016689301	1	1	30	"Full"	"Men"
"328"	35000	1	0	0	0.910000026226044	1	0	1	"Assistant"	"Women"
"329"	39777	10	17	10	0.860000014305115	1	0	27	"Associate"	"Men"
"330"	31000	0	0	0	0.949999988079071	1	0	0	"Assistant"	"Women"
"331"	61316	0	22	13	1	1	0	22	"Full"	"Men"
"332"	55000	0	0	0	1.23000001907349	1	0	0	"Assistant"	"Men"
"333"	63512	0	28	19	1.0900000333786	1	0	28	"Full"	"Men"
"334"	48078	0	11	5	1.03999996185303	1	0	11	"Associate"	"Men"
"335"	48210	10	4	4	1.01999998092651	1	0	14	"Assistant"	"Men"
"336"	60345	4	24	4	1	1	0	28	"Full"	"Men"
"337"	35782	1	2	2	0.990000009536743	1	0	3	"Assistant"	"Men"
"338"	62587	20	8	8	0.850000023841858	1	1	28	"Full"	"Men"
"339"	37884	4	2	2	1.0900000333786	1	0	6	"Assistant"	"Men"
"340"	66537	6	10	1	1	1	0	16	"Full"	"Men"
"341"	45047	0	20	20	0.829999983310699	1	0	20	"Assistant"	"Women"
"342"	63827	0	24	12	1.13999998569489	1	0	22	"Full"	"Men"
"343"	32944	0	6	5	0.850000023841858	1	0	6	"Assistant"	"Women"
"344"	59564	0	19	14	1.33000004291534	1	0	17	"Associate"	"Men"
"345"	34206	3	3	3	0.860000014305115	1	0	6	"Assistant"	"Women"
"346"	66483	3	21	15	0.990000009536743	1	0	24	"Full"	"Men"
"347"	54211	2	14	5	0.990000009536743	1	0	16	"Full"	"Men"
"348"	52773	0	28	14	0.879999995231628	1	0	16	"Associate"	"Women"
"349"	60056	0	18	8	0.850000023841858	1	0	18	"Full"	"Men"
"350"	47661	4	12	3	0.850000023841858	1	0	16	"Full"	"Women"
"351"	64713	0	22	12	1.23000001907349	1	0	22	"Full"	"Men"
"352"	46975	0	7	2	1.03999996185303	1	0	7	"Associate"	"Men"
"353"	40000	0	3	3	0.839999973773956	1	0	3	"Assistant"	"Women"
"354"	65212	7	3	3	1.17999994754791	1	0	10	"Associate"	"Men"
"355"	62523	5	28	22	0.930000007152557	1	0	33	"Full"	"Men"
"356"	58498.453125	0	23	2	0.839999973773956	1	0	15	"Full"	"Men"
"357"	33800	0	0	0	0.839999973773956	1	0	0	"Assistant"	"Women"
"358"	64770	0	25	15	1.01999998092651	1	0	23	"Full"	"Women"
"359"	35257	0	2	2	0.850000023841858	1	0	2	"Assistant"	"Men"
"360"	57612	0	12	5	1.23000001907349	1	0	10	"Associate"	"Women"
"361"	46810.8671875	3	7	4	0.810000002384186	1	0	10	"Associate"	"Women"
"362"	42813	6	10	7	0.850000023841858	1	0	16	"Associate"	"Women"
"363"	59432	0	30	19	1.01999998092651	1	0	27	"Full"	"Men"
"364"	75614	0	29	22	0.889999985694885	1	0	29	"Full"	"Men"
"365"	71605	1	17	9	1.17999994754791	1	0	18	"Full"	"Men"
"366"	34603	0	6	4	0.790000021457672	1	0	4	"Assistant"	"Women"
